Text,Type
via cupe inferiore 60 62,via
piazza xxv aprile 3,via
via sandro pertini 14 g,via
via g puccini 56 58,via
via vittorio emanuele 3 11,via
piazza s marco 4,via
via piave 18 d e f,via
regione leiso 82,via
via umberto i 46,via
piazza carlo pisacane 9,via
via regina margherita 82,via
corso mazzini 20,via
via nazionale 178,via
via romangia 20 a,via
via cavallari 31,via
via r orsini 208,via
piazza mazzini 5,via
via degli oleandri 19,via
piazza della vittoria 10,via
via medici del vascello 2,via
viale e fieramosca 176,via
via san pio x 77,via
via duca d aosta 12,via
via della libert snc,via
piazzale resistenza 11,via
via arce 49,via
via trabattoni 41,via
via s fermo 1,via
corso piave 174,via
via leonardo da vinci 84,via
piazza martiri 27,via
via mario belli 8,via
corso dante 78,via
via padova ang celentano 1,via
via p m vergara 123 127,via
via g de ruggiero 37 h,via
via tunisi 51,via
via roma 100,via
piazza m pironti 26,via
via santa maria della stella 76,via
via galcianese 42 m,via
viale buridani 56 a,via
viale giovanni xxiii 34,via
via lapalorcia 5,via
via xx settembre 69,via
via adriatica ponte d obbi 86 a,via
via augusto murri 16,via
via tavernelle 107,via
via giuseppe garibaldi 9,via
piazza pepe 2,via
via a gramsci 16,via
via umberto i 12,via
via s silvestro snc,via
via multedo di pegli 107 109r,via
corso vittorio emanuele 49,via
via leonardo da vinci 5,via
via lampedusa 29,via
largo de calboli 1,via
via aurelia 200,via
via l laurana 18,via
via principale 23,via
via tavernola 132,via
via roma 31,via
via san bernardino 5,via
via campus 2,via
via g d annunzio 1,via
via torino 36,via
via loghetto 8 a,via
via s g dei capri 39,via
via liberta 72,via
via conciliazione 18,via
largo africa 14,via
via la marmora 7,via
via aurelio saffi 63,via
via francesco petrarca 173,via
via comacchio 231,via
via del prete 42,via
largo municipio 14,via
via cassia nord 106 h,via
via igino bruti 15,via
viale cappuccini 31 33,via
piazza della repubblica 9,via
via nazionale 38,via
via umberto 84,via
via mosconi 10,via
corso moncalieri 59,via
piazza g garibaldi 112,via
via olmetto 21,via
via aldo moro 38,via
via delle ginestre 1 a,via
piazza barberini 49,via
via roma 104,via
corso umberto i 76,via
via rosselli 22,via
via xxiv maggio 180,via
via m de angelis 15,via
via pontetto 20,via
via oriani 9 a,via
via s caterina 19,via
via dei sanguinelli 5,via
via sara 113 115,via
via giuseppe garibaldi 16,via
via circonvallazione levante 55,via
via vivaldi 4,via
piazza resistenza 1,via
corso vittorio emanuele 136,via
via roma 68,via
via di torre clementina 76 78,via
via dott sciascia 3,via
via kennedy 7,via
via di pietralata 272 b,via
via casalotti 1 c 1 d,via
via monte nero 73 b,via
via g chiovenda 88,via
corso vittorio emanuele 160,via
via voltattorni 66 b,via
via luise 1,via
via sottotenente colosimo 8,via
via perrone 7 b,via
via della bella villa 62 b,via
via europa unita 2a,via
via val d enza 31,via
via malta 2,via
via roma 52 54,via
via roma 147,via
via carlo porta 23,via
via d chiesa 27,via
via giuseppe mazzini 46,via
via roma 278,via
corso matteotti 132,via
via fonteiana 79 79a,via
piazza roma 22,via
via gandiglio 4 a,via
via bentini 11 c,via
piazza d a serra 3,via
piazza xxiv maggio 6,via
via aschenez 137,via
via del bianco 56,via
piazza libertà 5,via
piazza v veneto 11,via
via san giusto 1,via
via venezia 222,via
via torino 15,via
via monte grappa 7,via
via giovanni falcone 23,via
viale nettuno 118,via
via marconi 47,via
corso alba 9,via
via vittorio emanuele 146,via
via alessandro manzoni 215,via
via veneto 34,via
largo ferriera 9,via
corso cavour 7,via
piazza zanardelli 80,via
via scipione l africano 45,via
via san rocco 10,via
viale ungheria 84,via
via chiesa 6 8,via
via orsini 34 a,via
via monsignore repucci 27,via
via don ricc lotti 77,via
via garibaldi 25,via
via al ponte 23,via
via pasquale pastorino 62 r,via
corso vittorio emanuele 223,via
corso umberto 130,via
via della palazzina 195 199,via
corso italia 270,via
corso garibaldi 36 a,via
via terra nera 45 1b,via
via gaetano tacconi 2 b,via
via c fazio 21,via
via giulio cesare 17,via
via ravazza 5,via
viale santa panagia 92 98,via
viale buon pastore 400,via
viale segni snc,via
via montegrappa 70,via
via g cesare 70,via
piazza dante 63,via
via giuseppe mazzini 8,via
via torino 63,via
via roma 18,via
via udine 2,via
via della mostra 10,via
piazza g b martini 3,via
via g marconi 42,via
piazza giacomo matteotti 47,via
corso giuseppe mazzini 85,via
piazza caduti civili di brescia 14,via
via xxiv maggio 91 is 259,via
corso butera 32,via
via pianazzo 14,via
via don minzoni 45,via
piazza crispi 8,via
via boetti 31,via
via verdi 47,via
strada fenestrelle 94,via
via g jannoni 51,via
piazza europa 4,via
via notaio salis 8,via
via ozzino 30,via
piazza xi febbraio 4,via
corso sebastopoli 298,via
via dante 1 bis,via
p za garibaldi 3,via
p za s maria beltrade 1,via
via santa maria goretti 68,via
via indipendenza 105,via
via gregorio mignesi sindaco 4,via
via bobbio 308 r,via
via vincenzo monti 5,via
via borgaro 103,via
via domodossola 94,via
via aversa 49,via
via adriatica 135,via
via rimembranze 5,via
via cilea 57,via
via bologna 49,via
via sempione 1 a,via
via giacomo puccini 21,via
via della repubblica 11,via
via roma 376,via
viale guglielmo marconi 115,via
via baldassarre zamboni 57,via
via iv novembre 16,via
via sandro pertini 82,via
via emilia l 237,via
piazza europa 35,via
piazza del filatoio 2,via
piazza plebiscito 6 7,via
via cavour 102,via
via weingartner 52,via
via carissimi 61 63,via
via marconi 18,via
via susa 58 c,via
piazza umberto i 9,via
via caltanissetta 3,via
via libertà 29,via
via risorgimento 2,via
via ponticello 28,via
via settembrini 9,via
via luca giordano 150 156,via
via l tron 27,via
via roma 27,via
viale monza 63,via
via regina margherita 44,via
via guglielmo marconi 10,via
via della vittoria 30,via
corso garibaldi 55,via
via nazionale 44 46,via
corso italia 261,via
via circonvallazione histoniense 40,via
via piacenza 144,via
v le brianza 23,via
via marconi 11,via
via cagliari 99,via
via bobbio 86 r,via
via risorgimento 105,via
piazza colombo 1,via
viale roma 86,via
viale aldo moro 4,via
corso giuseppe garibaldi 62,via
via adriatica 74,via
via r margherita 11,via
via trento 59 a,via
piazza dei bruzzi 21 22,via
viale adriatico 34 a,via
via francesco crispi 35,via
corso camillo finocchiaro aprile 16,via
via vicenza 228,via
via bellini 20,via
via guglielmo marconi 88,via
piazza guglielmo marconi 2,via
corso xxii marzo 23,via
via c lequio 2,via
via canosa 18 a,via
via risorgimento 136,via
via oberdan 100 a,via
viale rimembranza 35 a,via
viale dante 250,via
via umberto 73,via
corso cattedrale 18,via
piazza mazzini 1,via
via lavatelli 60,via
via alessandro manzoni 18 20,via
via caduti per la patria 2,via
via del castello 6,via
via cinquevie 36,via
via vittorio emanuele 396,via
viale dante 42,via
via garibaldi 3,via
via gramsci 44,via
piazza cavour 84,via
piazza ottorino respighi 3,via
via xxviii maggio 2,via
via ariosto 5,via
piazza marconi 4,via
via e filiberto 93,via
via di palma 39,via
via xx settembre 144,via
piazza dante 6 b,via
via napoli 6,via
via stoppele 25 b,via
via palazzi 50,via
via m clementi 40,via
corso italia 15 a,via
piazza morelli 1,via
via convento 54 56,via
via vittorio emanuele ii 100,via
via licante 34 36 38,via
via mameli 13,via
via roma 9 e,via
viale monza 226,via
via polidori 30,via
piazza cavour snc,via
salita tamburi 13,via
via regina elena 28,via
piazza 106 f 106 f,via
vicolo san francesco 2,via
viale bonaini 127,via
corso vittorio emanuele 21,via
corso della repubblica 190,via
via ettore tagliaferro 88 90,via
via de pretis 11,via
via provinciale 40,via
largo don giuseppe dossetti 8,via
via ariosto 42,via
via garofoli 135 137,via
via epomeo 489,via
via vittorio veneto 416,via
via piave 23,via
sestiere san marco 3717,via
via xx settembre 4,via
via megara 214,via
via per cesate 64,via
via tredolo 185,via
piazza madonna della neve 22,via
via montegrappa 124,via
piazza f p annunziata 1,via
via castelforte 29,via
corso italia 121,via
via don tesauri 2 c,via
via galante 17 19,via
via labat 5,via
via diaz 26,via
via grotta santa 69,via
viale strasburgo 249,via
via trincea dellefrasche 22,via
corso giuseppe garibaldi 317,via
via santa croce 53,via
piazza liberta 7,via
via vespucci 76,via
via giuseppe garibaldi 46,via
piazza giuseppe mazzini 10,via
via mole 19,via
viale repubblica 52,via
via emilio lepido 4 b,via
viale trento e trieste 23,via
via san giuseppe 127,via
via marino ghetaldi 24,via
corso xx settembre 52,via
via della manifattura dei tabacchi 79,via
via emilia romagna 134,via
via statale regina 30,via
piazza umberto i 4,via
viale italia 199 d,via
via ardona 2,via
via umberto i 157,via
via maqueda 189,via
corso isonzo 1 c,via
via cavallari 1,via
via giuseppe mazzini 81,via
corso mazzini 31,via
via giuseppe garibaldi 108,via
via zanella 14,via
via della repubblica 62,via
corso vittorio emanuele 62,via
via saffi avigno 162,via
piazza giuseppe mazzini 54,via
via etnea 39,via
piazza giosuè carducci 15,via
via delle sgogge 1,via
corso vittorio emanuele 9 11,via
via martiri libertà 1,via
viale delle provincie 66,via
via salvo d acquisto 2,via
via delle olimpiadi 26 28,via
piazza garibaldi 2,via
corso garibaldi 38,via
via il prato 43 r,via
corso margherita 55,via
via basilicata 20 22 24,via
via v monti 3,via
via piana 1 3,via
via piave 24,via
via di palma 1,via
piazza umberto 7,via
via marecchiese 135,via
via umberto i 44,via
piazza michelangelo buonarroti 16,via
via xx settembre 20,via
corso corso italia 4 b,via
corso calatafini 1033 d,via
via v emanuele iii 60,via
via o di fazio 48,via
via roccofreddo 20,via
via prenestina 206,via
via iv novembre 2,via
piazza la corte 12,via
piazza fuori porta 25,via
viale della liberta 27,via
via del redentore 70,via
piazza del popolo 19,via
via d annunzio snc,via
corso roma 43,via
via siculiana 73 73a,via
via nuova poggioreale 45,via
via kennedy 9 11,via
via nazario sauro 40,via
largo jacopo peri 2,via
via vittorio emanuele 170,via
piazza salute 10,via
via novara 49,via
via xi febbraio 3,via
vicolo pozzo 2,via
via m nicoletta 102,via
via croce rossa 25,via
corso trinita 69,via
via prenestina km 69 300,via
via barbuti 6,via
via plinio il vecchio 62,via
via pasubio 33,via
via caserta al bravo 124,via
via lamarmora 154,via
via lepetit 207 209,via
piazza giovanni amendola 14,via
via pioppo 54,via
via cagliari 16,via
corso matteotti 274,via
piazza della repubblica 24,via
piazza don giovanni minzoni 13,via
via reggio modena 39,via
vico morchio 9,via
corso vittorio veneto 479 481,via
via agostino gaetano riboldi 239 a,via
piazza umberto i 35,via
via matteucci 14,via
via croce 169,via
piazza umberto 10,via
via farinata 9,via
via g ghislieri 21 23,via
via vittorio emanuele 175,via
viale maraini 65,via
via nazionale lanzina 36,via
piazza a grandi 19,via
via angeloni 33,via
via imera 1,via
piazza nazionale 15,via
via accampamento 2 angolo via xxv aprile,via
via della vittoria 7,via
via roma 31 33,via
via fossato molini 6,via
piazza della repubblica 41 42,via
corso re umberto 38,via
corso n ricco 50,via
piazza caio duilio 6,via
viale vittorio veneto 416,via
via delle tagliate di san donato 217,via
via selva 50 52,via
piazza vittorio emanuele ii 11,via
via vittorio emanuele 154,via
via provinciale 8,via
piazza guglielmo marconi 17,via
via donizetti 9 c,via
via francesco de pinedo 77,via
v le lucania 6,via
via aloi 3c,via
via bixio 91,via
piazza vermenagna 1,via
via ivrea 61,via
via a d aosta 32,via
via genova 24 b,via
via madama cristina 37,via
castello 1792,via
via stazione circumetnea 9,via
piazza s francesco 74,via
via cavour 33,via
via monte cervino 2,via
via di tor san giovanni 167 169,via
via borgoratto 65,via
via dante alighieri 104,via
via provinciale 27,via
via pergolesi 59,via
via giosue carducci 107,via
via viotti 17,via
via mestre ang ss 125 15,via
via vittorio veneto 204,via
via alla fontana 8,via
viale burchiellati 10 a,via
via franchini 48,via
v le dei mille 117,via
piazzale loris annibaldi 4,via
p za della liberta 5 6,via
via ferrarese 66 d f,via
via garibaldi 8,via
piazza delle erbe 20,via
via roma 9,via
corso roma 91,via
via roma 43,via
via corrente 26,via
via aldo moro 19,via
via madonna del rosario 130,via
via antonio cantore 53r,via
via volpana 2a,via
piazza della repubblica 51,via
via roma 55,via
via prolin 48,via
via sordella 15,via
borgo cavour 95 a,via
via cimitero 13,via
via fieschi 58 r,via
corso v emanuele ii 66,via
via 24 maggio 22,via
via tuscolana km 27 900,via
via veneto 6,via
via curiel 24,via
corso vittorio emanuele ii 56,via
via m greco 156,via
via del mare 90,via
via giuseppe mazzini 31,via
via luca della robbia 13,via
via matteotti 31,via
via legnano 5,via
via friuli 15,via
via fratelli bandiera 46,via
via matteotti 22,via
piazza rivoli 11,via
viale dei bizantini 11,via
via roma 73,via
via rosselli 4,via
via faccioli 2,via
via francesco tedesco 337,via
via g marconi 72,via
corso della valle 83,via
via libertà 17,via
via duca degli abruzzi 36 a,via
via mola 112 e,via
via ciro menotti 77 a r,via
via ex strada provinciale 5,via
viale don bosco 18,via
via berino 35,via
viale europa 35,via
viale dei mille 52 a,via
viale cassiodoro 12,via
corso cairoli 56,via
via mayr 28,via
via santa maria chiara 130 a pirri,via
via nicolò barabino 3,via
via emilio lussu 36,via
via g bovio 34,via
via rosa jemma 48 b,via
via astesani 43 45,via
piazza della repubblica 91,via
via lago di molveno 10,via
via tuscolana 460,via
via milano snc,via
piazza piattellina 5 r,via
via sant ignazio 44,via
viale santa panagia 92 94,via
via piazzetta 22 1a,via
via como 7,via
via ferrari 15,via
viale umberto i 7,via
via lorenzoni 14,via
via d annunzio 16,via
via palermo 18 a,via
via provinciale 57,via
corso umberto e margherita 47,via
via padre luigi maria monti 7 13,via
via dei fossi 1,via
corso 6 aprile 115,via
via delle oreadi 37,via
via vittorio emanuele ii 34,via
viale francia 1 6,via
via dalla chiesa 13,via
via san marino 37,via
piazza giuseppe garibaldi 31,via
via c colombo 123,via
via roma 38,via
via archeologia 58,via
via antonio gramsci 45,via
via lanzo 156,via
piazza vittorio emanuele 39,via
piazza roma 8,via
via fisicara 21,via
corso umberto i 150,via
corso costantino nigra 33,via
via san pietro 6,via
piazza giusti 30 r,via
via xxvi aprile 27,via
via nazzario sauro 25,via
via vittorio veneto 48,via
corso europa 42,via
corso marenco 23,via
via giustiniano 36,via
piazza 8 marzo 5,via
corso europa 453 455,via
via santamaria alla carit 447,via
via atellano 39,via
via della liberta 42,via
calle annunziata 67,via
via paolo sarpi 62,via
via eurialo 35,via
via locatelli 18 b,via
via liguria 16,via
via carlo lahalle 18,via
via camollia 13,via
via colombo 30,via
via s paolino 18,via
via emilia est 423,via
viale rimembranza 1,via
corso trieste 55,via
via principe di piemonte 3,via
via soleto 48,via
via bosco 1,via
via san rocco 97,via
via casa cuomo 2,via
via marconi 65,via
via nuova 31,via
via rubbi 9,via
via vigevano 45,via
via gardesana 149,via
piazza vittorio veneto 34,via
piazza del popolo 16,via
via battisti 30,via
via alessandro manzoni 2,via
viale cola di rienzo 124,via
corso italia 10,via
piazza s g moscati 6,via
piazza zamara 4,via
via rosa jemma 339,via
via l fincati 17,via
via xx settembre 143,via
piazza duomo 6,via
via s pio x 6,via
via lepanto 59 61,via
via appia nuova 405,via
corso bergamo 85 a,via
via regia 3 a,via
via rossi 77 79,via
corso umberto i 2 4,via
via cagliari 44,via
via trieste 8,via
via v emanuele 222,via
via susa 13,via
via cesare battisti 222,via
via chiesa 5,via
via repubblica napoletana 26,via
via roma 94 98,via
via firenze 44,via
via claudia 109,via
via principe amedeo 19,via
piazza duomo 10,via
via flora 56,via
viale colli euganei 84 86,via
via padre matteo d agnone 41,via
via della costituzione 25 a b,via
via aquino borgo molara 34 e,via
via marzabotto 1,via
via giuseppina 27,via
via annunziata 4,via
via terme di traiano 74,via
via novara 5,via
piazza vittorio veneto 11,via
via finiletto 11,via
viale delle cerquette 25,via
via cosenza 194,via
via spalato 86,via
via giuseppe di vittorio 191,via
via s bernardo 5,via
via risorgimento 2 4,via
via s denis 85,via
via cesare battisti 43,via
via alberto montanari 12 14,via
via cagliari 1,via
via municipio 1 a,via
piazza orsini 15,via
via rosselli 104,via
via fabbricone 21,via
via s pietro 14,via
corso vittorio emanuele 180,via
via pavia 1,via
